name,artifact_dir,nrows,ncols,matrix_nrows,matrix_ncols,nnz_max_capacity,max_time,min_time,max_chain_time,min_chain_time,passed,status,failed_step,error_type,returncode,saved_make_log,cli_tail
matrix_8192rows_16nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_16nnzperrow_128_cache,128,128,8192,8192,21,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/071_matrix_8192rows_16nnzperrow_128_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:01.76 FAIL smoke [ NROWS=128 XPERCOL=64 NCOLS=128 ROWSPERPE=64 NNZ_CAPACITY=21 MATRIX_NNZ=131072 MIN_NNZ=0 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_8192rows_256nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_256nnzperrow_128_cache,128,128,8192,8192,173,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/072_matrix_8192rows_256nnzperrow_128_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:02.34 FAIL smoke [ NROWS=128 XPERCOL=64 NCOLS=128 ROWSPERPE=64 NNZ_CAPACITY=173 MATRIX_NNZ=2097152 MIN_NNZ=87 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_8192rows_64nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_64nnzperrow_128_cache,128,128,8192,8192,54,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/073_matrix_8192rows_64nnzperrow_128_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:01.77 FAIL smoke [ NROWS=128 XPERCOL=64 NCOLS=128 ROWSPERPE=64 NNZ_CAPACITY=54 MATRIX_NNZ=524288 MIN_NNZ=13 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_8192rows_1024nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_1024nnzperrow_256_cache,256,256,8192,8192,179,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/074_matrix_8192rows_1024nnzperrow_256_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:03.77 FAIL smoke [ NROWS=256 XPERCOL=32 NCOLS=256 ROWSPERPE=32 NNZ_CAPACITY=179 MATRIX_NNZ=8388608 MIN_NNZ=83 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_8192rows_16nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_16nnzperrow_256_cache,256,256,8192,8192,10,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/075_matrix_8192rows_16nnzperrow_256_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:02.10 FAIL smoke [ NROWS=256 XPERCOL=32 NCOLS=256 ROWSPERPE=32 NNZ_CAPACITY=10 MATRIX_NNZ=131072 MIN_NNZ=0 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_8192rows_256nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_256nnzperrow_256_cache,256,256,8192,8192,58,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/076_matrix_8192rows_256nnzperrow_256_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:02.89 FAIL smoke [ NROWS=256 XPERCOL=32 NCOLS=256 ROWSPERPE=32 NNZ_CAPACITY=58 MATRIX_NNZ=2097152 MIN_NNZ=11 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_8192rows_64nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_64nnzperrow_256_cache,256,256,8192,8192,24,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/077_matrix_8192rows_64nnzperrow_256_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:02.14 FAIL smoke [ NROWS=256 XPERCOL=32 NCOLS=256 ROWSPERPE=32 NNZ_CAPACITY=24 MATRIX_NNZ=524288 MIN_NNZ=0 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_8192rows_1024nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_1024nnzperrow_384_cache,384,384,8192,8192,92,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/078_matrix_8192rows_1024nnzperrow_384_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:04.16 FAIL smoke [ NROWS=384 XPERCOL=22 NCOLS=384 ROWSPERPE=22 NNZ_CAPACITY=92 MATRIX_NNZ=8388608 MIN_NNZ=22 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_8192rows_16nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_16nnzperrow_384_cache,384,384,8192,8192,8,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/079_matrix_8192rows_16nnzperrow_384_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:02.04 FAIL smoke [ NROWS=384 XPERCOL=22 NCOLS=384 ROWSPERPE=22 NNZ_CAPACITY=8 MATRIX_NNZ=131072 MIN_NNZ=0 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_8192rows_256nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_256nnzperrow_384_cache,384,384,8192,8192,35,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/080_matrix_8192rows_256nnzperrow_384_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:03.15 FAIL smoke [ NROWS=384 XPERCOL=22 NCOLS=384 ROWSPERPE=22 NNZ_CAPACITY=35 MATRIX_NNZ=2097152 MIN_NNZ=1 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_8192rows_64nnzperrow_384,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_64nnzperrow_384_cache,384,384,8192,8192,15,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/081_matrix_8192rows_64nnzperrow_384_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:03.40 FAIL smoke [ NROWS=384 XPERCOL=22 NCOLS=384 ROWSPERPE=22 NNZ_CAPACITY=15 MATRIX_NNZ=524288 MIN_NNZ=0 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_8192rows_1024nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_1024nnzperrow_512_cache,512,512,8192,8192,56,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/082_matrix_8192rows_1024nnzperrow_512_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:03.60 FAIL smoke [ NROWS=512 XPERCOL=16 NCOLS=512 ROWSPERPE=16 NNZ_CAPACITY=56 MATRIX_NNZ=8388608 MIN_NNZ=11 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_8192rows_16nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_16nnzperrow_512_cache,512,512,8192,8192,7,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/083_matrix_8192rows_16nnzperrow_512_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:02.42 FAIL smoke [ NROWS=512 XPERCOL=16 NCOLS=512 ROWSPERPE=16 NNZ_CAPACITY=7 MATRIX_NNZ=131072 MIN_NNZ=0 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_8192rows_256nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_256nnzperrow_512_cache,512,512,8192,8192,23,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/084_matrix_8192rows_256nnzperrow_512_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:03.50 FAIL smoke [ NROWS=512 XPERCOL=16 NCOLS=512 ROWSPERPE=16 NNZ_CAPACITY=23 MATRIX_NNZ=2097152 MIN_NNZ=0 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
matrix_8192rows_64nnzperrow_512,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_64nnzperrow_512_cache,512,512,8192,8192,11,,,,,,error,make,nonzero_exit,2,/projects/cerebras/sandbox/maytayl/groc-scratch-summer26/spmv/spmv32/scripts/saved_make_logs/085_matrix_8192rows_64nnzperrow_512_make-log,"spmv32                  :  Command  exited    withnon-zero  status       2 0:03.37 FAIL smoke [ NROWS=512 XPERCOL=16 NCOLS=512 ROWSPERPE=16 NNZ_CAPACITY=11 MATRIX_NNZ=524288 MIN_NNZ=0 ] 
make: *** [/projects/cerebras/sandbox/sysroot-generic-20260715/share/build/test.mk:150: status/test-smoke/bench.img] Error 1
"
