name,artifact_dir,nrows,ncols,matrix_nrows,matrix_ncols,nnz_max_capacity,max_time,min_time,max_chain_time,min_chain_time,passed,status,failed_step,error_type,returncode,saved_make_log,cli_tail
matrix_32768rows_1024nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_1024nnzperrow_128_cache,128,128,32768,32768,2234,55992.0,52819.0,53650.0,44698.0,True,ok,,,,,
matrix_32768rows_16nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_16nnzperrow_128_cache,128,128,32768,32768,55,3728.0,3258.0,1354.0,322.0,True,ok,,,,,
matrix_32768rows_256nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_256nnzperrow_128_cache,128,128,32768,32768,596,16764.0,15253.0,14338.0,10354.0,True,ok,,,,,
matrix_32768rows_64nnzperrow_128,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_64nnzperrow_128_cache,128,128,32768,32768,174,6420.0,5705.0,4210.0,2122.0,True,ok,,,,,
matrix_32768rows_1024nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_1024nnzperrow_256_cache,256,256,32768,32768,620,18127.0,16465.0,14914.0,10234.0,True,ok,,,,,
matrix_32768rows_16nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_16nnzperrow_256_cache,256,256,32768,32768,21,4502.0,3897.0,538.0,33.0,True,ok,,,,,
matrix_32768rows_256nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_256nnzperrow_256_cache,256,256,32768,32768,189,7936.0,6887.0,4570.0,2050.0,True,ok,,,,,
matrix_32768rows_64nnzperrow_256,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_32768rows_64nnzperrow_256_cache,256,256,32768,32768,60,5253.0,4500.0,1474.0,322.0,True,ok,,,,,
matrix_8192rows_1024nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_1024nnzperrow_64_cache,64,64,8192,8192,2215,53707.0,51477.0,53194.0,45850.0,True,ok,,,,,
matrix_8192rows_16nnzperrow_64,/projects/cerebras/sandbox/maytayl/matrix-space/matrix_8192rows_16nnzperrow_64_cache,64,64,8192,8192,53,2327.0,1713.0,1306.0,394.0,True,ok,,,,,
